recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,recordist,license,remarks,background_species,status
XC146297,,,,,,,,,,,,,,,,,,,,,,success
XC146599,,,,,,,,,,,,,,,,,,,,,,success
XC146604,,,,,,,,,,,,,,,,,,,,,,success
XC147059,,,,,,,,,,,,,,,,,,,,,,success
XC147067,,,,,,,,,,,,,,,,,,,,,,success
XC147069,,,,,,,,,,,,,,,,,,,,,,success
XC147070,,,,,,,,,,,,,,,,,,,,,,success
XC147071,,,,,,,,,,,,,,,,,,,,,,success
XC147072,,,,,,,,,,,,,,,,,,,,,,success
XC147073,,,,,,,,,,,,,,,,,,,,,,success
XC147272,,,,,,,,,,,,,,,,,,,,,,success
XC147273,,,,,,,,,,,,,,,,,,,,,,success
XC147278,,,,,,,,,,,,,,,,,,,,,,success
XC147286,,,,,,,,,,,,,,,,,,,,,,success
XC147287,,,,,,,,,,,,,,,,,,,,,,success
XC147288,,,,,,,,,,,,,,,,,,,,,,success
XC147289,,,,,,,,,,,,,,,,,,,,,,success
XC147290,,,,,,,,,,,,,,,,,,,,,,success
XC147291,,,,,,,,,,,,,,,,,,,,,,success
XC147292,,,,,,,,,,,,,,,,,,,,,,success
XC147879,,,,,,,,,,,,,,,,,,,,,,success
XC147880,,,,,,,,,,,,,,,,,,,,,,success
XC148239,,,,,,,,,,,,,,,,,,,,,,success
XC148500,,,,,,,,,,,,,,,,,,,,,,success
XC148502,,,,,,,,,,,,,,,,,,,,,,success
XC148503,,,,,,,,,,,,,,,,,,,,,,success
XC148504,,,,,,,,,,,,,,,,,,,,,,success
XC149087,,,,,,,,,,,,,,,,,,,,,,success
XC149225,,,,,,,,,,,,,,,,,,,,,,success
XC149253,,,,,,,,,,,,,,,,,,,,,,success
XC149269,,,,,,,,,,,,,,,,,,,,,,success
XC149270,,,,,,,,,,,,,,,,,,,,,,success
XC149271,,,,,,,,,,,,,,,,,,,,,,success
XC149273,,,,,,,,,,,,,,,,,,,,,,success
XC149275,,,,,,,,,,,,,,,,,,,,,,success
XC149276,,,,,,,,,,,,,,,,,,,,,,success
XC149277,,,,,,,,,,,,,,,,,,,,,,success
XC149283,,,,,,,,,,,,,,,,,,,,,,success
XC149284,,,,,,,,,,,,,,,,,,,,,,success
XC149285,,,,,,,,,,,,,,,,,,,,,,success
XC149286,,,,,,,,,,,,,,,,,,,,,,success
XC149289,,,,,,,,,,,,,,,,,,,,,,success
XC149290,,,,,,,,,,,,,,,,,,,,,,success
XC149305,,,,,,,,,,,,,,,,,,,,,,success
XC149337,,,,,,,,,,,,,,,,,,,,,,success
XC149345,,,,,,,,,,,,,,,,,,,,,,success
XC149386,,,,,,,,,,,,,,,,,,,,,,success
XC149387,,,,,,,,,,,,,,,,,,,,,,success
XC149388,,,,,,,,,,,,,,,,,,,,,,success
XC149390,,,,,,,,,,,,,,,,,,,,,,success
XC149391,,,,,,,,,,,,,,,,,,,,,,success
XC149392,,,,,,,,,,,,,,,,,,,,,,success
XC149393,,,,,,,,,,,,,,,,,,,,,,success
XC149395,,,,,,,,,,,,,,,,,,,,,,success
XC149397,,,,,,,,,,,,,,,,,,,,,,success
XC149398,,,,,,,,,,,,,,,,,,,,,,success
XC149399,,,,,,,,,,,,,,,,,,,,,,success
XC149401,,,,,,,,,,,,,,,,,,,,,,success
XC149402,,,,,,,,,,,,,,,,,,,,,,success
XC149403,,,,,,,,,,,,,,,,,,,,,,success
XC149405,,,,,,,,,,,,,,,,,,,,,,success
XC149406,,,,,,,,,,,,,,,,,,,,,,success
XC149591,,,,,,,,,,,,,,,,,,,,,,success
XC149911,,,,,,,,,,,,,,,,,,,,,,success
XC149941,,,,,,,,,,,,,,,,,,,,,,success
XC150015,,,,,,,,,,,,,,,,,,,,,,success
XC150063,,,,,,,,,,,,,,,,,,,,,,success
XC150215,,,,,,,,,,,,,,,,,,,,,,success
XC150216,,,,,,,,,,,,,,,,,,,,,,success
XC150220,,,,,,,,,,,,,,,,,,,,,,success
XC150427,,,,,,,,,,,,,,,,,,,,,,success
XC150428,,,,,,,,,,,,,,,,,,,,,,success
XC151103,,,,,,,,,,,,,,,,,,,,,,success
XC151283,,,,,,,,,,,,,,,,,,,,,,success
XC152339,,,,,,,,,,,,,,,,,,,,,,success
XC152396,,,,,,,,,,,,,,,,,,,,,,success
XC152413,,,,,,,,,,,,,,,,,,,,,,success
XC152456,,,,,,,,,,,,,,,,,,,,,,success
XC152476,,,,,,,,,,,,,,,,,,,,,,success
XC152477,,,,,,,,,,,,,,,,,,,,,,success
XC152601,,,,,,,,,,,,,,,,,,,,,,success
XC152873,,,,,,,,,,,,,,,,,,,,,,success
XC152886,,,,,,,,,,,,,,,,,,,,,,success
XC153020,,,,,,,,,,,,,,,,,,,,,,success
XC153035,,,,,,,,,,,,,,,,,,,,,,success
XC153179,,,,,,,,,,,,,,,,,,,,,,success
XC153246,,,,,,,,,,,,,,,,,,,,,,success
XC153402,,,,,,,,,,,,,,,,,,,,,,success
XC153403,,,,,,,,,,,,,,,,,,,,,,success
XC153409,,,,,,,,,,,,,,,,,,,,,,success
XC153410,,,,,,,,,,,,,,,,,,,,,,success
XC153411,,,,,,,,,,,,,,,,,,,,,,success
XC153412,,,,,,,,,,,,,,,,,,,,,,success
XC153417,,,,,,,,,,,,,,,,,,,,,,success
XC153438,,,,,,,,,,,,,,,,,,,,,,success
XC153440,,,,,,,,,,,,,,,,,,,,,,success
XC153442,,,,,,,,,,,,,,,,,,,,,,success
XC153443,,,,,,,,,,,,,,,,,,,,,,success
XC153474,,,,,,,,,,,,,,,,,,,,,,success
XC153475,,,,,,,,,,,,,,,,,,,,,,success
XC153476,,,,,,,,,,,,,,,,,,,,,,success
XC153478,,,,,,,,,,,,,,,,,,,,,,success
XC153480,,,,,,,,,,,,,,,,,,,,,,success
XC153483,,,,,,,,,,,,,,,,,,,,,,success
XC153552,,,,,,,,,,,,,,,,,,,,,,success
XC153554,,,,,,,,,,,,,,,,,,,,,,success
XC153556,,,,,,,,,,,,,,,,,,,,,,success
XC153640,,,,,,,,,,,,,,,,,,,,,,success
XC153786,,,,,,,,,,,,,,,,,,,,,,success
XC153860,,,,,,,,,,,,,,,,,,,,,,success
XC153879,,,,,,,,,,,,,,,,,,,,,,success
XC154092,,,,,,,,,,,,,,,,,,,,,,success
XC154310,,,,,,,,,,,,,,,,,,,,,,success
XC154449,,,,,,,,,,,,,,,,,,,,,,success
XC154891,,,,,,,,,,,,,,,,,,,,,,success
XC155039,,,,,,,,,,,,,,,,,,,,,,success
XC155357,,,,,,,,,,,,,,,,,,,,,,success
XC155439,,,,,,,,,,,,,,,,,,,,,,success
XC155440,,,,,,,,,,,,,,,,,,,,,,success
XC155441,,,,,,,,,,,,,,,,,,,,,,success
XC155548,,,,,,,,,,,,,,,,,,,,,,success
XC156075,,,,,,,,,,,,,,,,,,,,,,success
XC156195,,,,,,,,,,,,,,,,,,,,,,success
XC156257,,,,,,,,,,,,,,,,,,,,,,success
XC156532,,,,,,,,,,,,,,,,,,,,,,success
XC156536,,,,,,,,,,,,,,,,,,,,,,success
XC156643,,,,,,,,,,,,,,,,,,,,,,success
XC156746,,,,,,,,,,,,,,,,,,,,,,success
XC156788,,,,,,,,,,,,,,,,,,,,,,success
XC156822,,,,,,,,,,,,,,,,,,,,,,success
XC157452,,,,,,,,,,,,,,,,,,,,,,success
XC157457,,,,,,,,,,,,,,,,,,,,,,success
XC157459,,,,,,,,,,,,,,,,,,,,,,success
XC157462,,,,,,,,,,,,,,,,,,,,,,success
XC157611,,,,,,,,,,,,,,,,,,,,,,success
XC157628,,,,,,,,,,,,,,,,,,,,,,success
XC157638,,,,,,,,,,,,,,,,,,,,,,success
XC157666,,,,,,,,,,,,,,,,,,,,,,success
XC157677,,,,,,,,,,,,,,,,,,,,,,success
XC157759,,,,,,,,,,,,,,,,,,,,,,success
XC157776,,,,,,,,,,,,,,,,,,,,,,success
XC157777,,,,,,,,,,,,,,,,,,,,,,success
XC157778,,,,,,,,,,,,,,,,,,,,,,success
XC157779,,,,,,,,,,,,,,,,,,,,,,success
XC157888,,,,,,,,,,,,,,,,,,,,,,success
XC157890,,,,,,,,,,,,,,,,,,,,,,success
XC158380,,,,,,,,,,,,,,,,,,,,,,success
XC158384,,,,,,,,,,,,,,,,,,,,,,success
XC158401,,,,,,,,,,,,,,,,,,,,,,success
XC158415,,,,,,,,,,,,,,,,,,,,,,success
XC158517,,,,,,,,,,,,,,,,,,,,,,success
XC158534,,,,,,,,,,,,,,,,,,,,,,success
XC158795,,,,,,,,,,,,,,,,,,,,,,success
XC158797,,,,,,,,,,,,,,,,,,,,,,success
XC158801,,,,,,,,,,,,,,,,,,,,,,success
XC160878,,,,,,,,,,,,,,,,,,,,,,success
XC160880,,,,,,,,,,,,,,,,,,,,,,success
XC160904,,,,,,,,,,,,,,,,,,,,,,success
XC160906,,,,,,,,,,,,,,,,,,,,,,success
XC160907,,,,,,,,,,,,,,,,,,,,,,success
XC160908,,,,,,,,,,,,,,,,,,,,,,success
XC160910,,,,,,,,,,,,,,,,,,,,,,success
XC160911,,,,,,,,,,,,,,,,,,,,,,success
XC160912,,,,,,,,,,,,,,,,,,,,,,success
XC160913,,,,,,,,,,,,,,,,,,,,,,success
XC160914,,,,,,,,,,,,,,,,,,,,,,success
XC160915,,,,,,,,,,,,,,,,,,,,,,success
XC160917,,,,,,,,,,,,,,,,,,,,,,success
XC160978,,,,,,,,,,,,,,,,,,,,,,success
XC160983,,,,,,,,,,,,,,,,,,,,,,success
XC160984,,,,,,,,,,,,,,,,,,,,,,success
XC160985,,,,,,,,,,,,,,,,,,,,,,success
XC160987,,,,,,,,,,,,,,,,,,,,,,success
XC16111,,,,,,,,,,,,,,,,,,,,,,success
XC161152,,,,,,,,,,,,,,,,,,,,,,success
XC161897,,,,,,,,,,,,,,,,,,,,,,success
XC162091,,,,,,,,,,,,,,,,,,,,,,success
XC162851,,,,,,,,,,,,,,,,,,,,,,success
XC16305,,,,,,,,,,,,,,,,,,,,,,success
XC163060,,,,,,,,,,,,,,,,,,,,,,success
XC163061,,,,,,,,,,,,,,,,,,,,,,success
XC163062,,,,,,,,,,,,,,,,,,,,,,success
XC163063,,,,,,,,,,,,,,,,,,,,,,success
XC163064,,,,,,,,,,,,,,,,,,,,,,success
XC163065,,,,,,,,,,,,,,,,,,,,,,success
XC163066,,,,,,,,,,,,,,,,,,,,,,success
XC163067,,,,,,,,,,,,,,,,,,,,,,success
XC163068,,,,,,,,,,,,,,,,,,,,,,success
XC163209,,,,,,,,,,,,,,,,,,,,,,success
XC163210,,,,,,,,,,,,,,,,,,,,,,success
XC163612,,,,,,,,,,,,,,,,,,,,,,success
XC163633,,,,,,,,,,,,,,,,,,,,,,success
XC163684,,,,,,,,,,,,,,,,,,,,,,success
XC163734,,,,,,,,,,,,,,,,,,,,,,success
XC163751,,,,,,,,,,,,,,,,,,,,,,success
XC163942,,,,,,,,,,,,,,,,,,,,,,success
XC164259,,,,,,,,,,,,,,,,,,,,,,success
XC164549,,,,,,,,,,,,,,,,,,,,,,success
XC164729,,,,,,,,,,,,,,,,,,,,,,success
XC164791,,,,,,,,,,,,,,,,,,,,,,success
XC165034,,,,,,,,,,,,,,,,,,,,,,success
XC165267,,,,,,,,,,,,,,,,,,,,,,success
XC165272,,,,,,,,,,,,,,,,,,,,,,success
XC165280,,,,,,,,,,,,,,,,,,,,,,success
XC165284,,,,,,,,,,,,,,,,,,,,,,success
XC165285,,,,,,,,,,,,,,,,,,,,,,success
XC165291,,,,,,,,,,,,,,,,,,,,,,success
XC165292,,,,,,,,,,,,,,,,,,,,,,success
XC165294,,,,,,,,,,,,,,,,,,,,,,success
XC165295,,,,,,,,,,,,,,,,,,,,,,success
XC165298,,,,,,,,,,,,,,,,,,,,,,success
XC165299,,,,,,,,,,,,,,,,,,,,,,success
XC165300,,,,,,,,,,,,,,,,,,,,,,success
XC165302,,,,,,,,,,,,,,,,,,,,,,success
XC165303,,,,,,,,,,,,,,,,,,,,,,success
XC165304,,,,,,,,,,,,,,,,,,,,,,success
XC165314,,,,,,,,,,,,,,,,,,,,,,success
XC165317,,,,,,,,,,,,,,,,,,,,,,success
XC165319,,,,,,,,,,,,,,,,,,,,,,success
XC165320,,,,,,,,,,,,,,,,,,,,,,success
XC165321,,,,,,,,,,,,,,,,,,,,,,success
XC165322,,,,,,,,,,,,,,,,,,,,,,success
XC165323,,,,,,,,,,,,,,,,,,,,,,success
XC165324,,,,,,,,,,,,,,,,,,,,,,success
XC165325,,,,,,,,,,,,,,,,,,,,,,success
XC165450,,,,,,,,,,,,,,,,,,,,,,success
XC165566,,,,,,,,,,,,,,,,,,,,,,success
XC165672,,,,,,,,,,,,,,,,,,,,,,success
XC166076,,,,,,,,,,,,,,,,,,,,,,success
XC166083,,,,,,,,,,,,,,,,,,,,,,success
XC166084,,,,,,,,,,,,,,,,,,,,,,success
XC166085,,,,,,,,,,,,,,,,,,,,,,success
XC166220,,,,,,,,,,,,,,,,,,,,,,success
XC166398,,,,,,,,,,,,,,,,,,,,,,success
XC166419,,,,,,,,,,,,,,,,,,,,,,success
XC166584,,,,,,,,,,,,,,,,,,,,,,success
XC167153,,,,,,,,,,,,,,,,,,,,,,success
XC167210,,,,,,,,,,,,,,,,,,,,,,success
XC167212,,,,,,,,,,,,,,,,,,,,,,success
XC167605,,,,,,,,,,,,,,,,,,,,,,success
XC167606,,,,,,,,,,,,,,,,,,,,,,success
XC167609,,,,,,,,,,,,,,,,,,,,,,success
XC167611,,,,,,,,,,,,,,,,,,,,,,success
XC167789,,,,,,,,,,,,,,,,,,,,,,success
XC167791,,,,,,,,,,,,,,,,,,,,,,success
XC167792,,,,,,,,,,,,,,,,,,,,,,success
XC167793,,,,,,,,,,,,,,,,,,,,,,success
XC167817,,,,,,,,,,,,,,,,,,,,,,success
XC167818,,,,,,,,,,,,,,,,,,,,,,success
XC167819,,,,,,,,,,,,,,,,,,,,,,success
XC167820,,,,,,,,,,,,,,,,,,,,,,success
XC167821,,,,,,,,,,,,,,,,,,,,,,success
XC167900,,,,,,,,,,,,,,,,,,,,,,success
XC167901,,,,,,,,,,,,,,,,,,,,,,success
XC167902,,,,,,,,,,,,,,,,,,,,,,success
XC167903,,,,,,,,,,,,,,,,,,,,,,success
XC167904,,,,,,,,,,,,,,,,,,,,,,success
XC167952,,,,,,,,,,,,,,,,,,,,,,success
XC167970,,,,,,,,,,,,,,,,,,,,,,success
XC168080,,,,,,,,,,,,,,,,,,,,,,success
XC168081,,,,,,,,,,,,,,,,,,,,,,success
XC168082,,,,,,,,,,,,,,,,,,,,,,success
XC168092,,,,,,,,,,,,,,,,,,,,,,success
XC168094,,,,,,,,,,,,,,,,,,,,,,success
XC168397,,,,,,,,,,,,,,,,,,,,,,success
XC168573,,,,,,,,,,,,,,,,,,,,,,success
XC168584,,,,,,,,,,,,,,,,,,,,,,success
XC168609,,,,,,,,,,,,,,,,,,,,,,success
XC168751,,,,,,,,,,,,,,,,,,,,,,success
XC168752,,,,,,,,,,,,,,,,,,,,,,success
XC168753,,,,,,,,,,,,,,,,,,,,,,success
XC168795,,,,,,,,,,,,,,,,,,,,,,success
XC168796,,,,,,,,,,,,,,,,,,,,,,success
XC168876,,,,,,,,,,,,,,,,,,,,,,success
XC168882,,,,,,,,,,,,,,,,,,,,,,success
XC16891,,,,,,,,,,,,,,,,,,,,,,success
XC16892,,,,,,,,,,,,,,,,,,,,,,success
XC16893,,,,,,,,,,,,,,,,,,,,,,success
XC168958,,,,,,,,,,,,,,,,,,,,,,success
XC16897,,,,,,,,,,,,,,,,,,,,,,success
XC16900,,,,,,,,,,,,,,,,,,,,,,success
XC169069,,,,,,,,,,,,,,,,,,,,,,success
XC16908,,,,,,,,,,,,,,,,,,,,,,success
XC169080,,,,,,,,,,,,,,,,,,,,,,success
XC169081,,,,,,,,,,,,,,,,,,,,,,success
XC169082,,,,,,,,,,,,,,,,,,,,,,success
XC169083,,,,,,,,,,,,,,,,,,,,,,success
XC169084,,,,,,,,,,,,,,,,,,,,,,success
XC169085,,,,,,,,,,,,,,,,,,,,,,success
XC169137,,,,,,,,,,,,,,,,,,,,,,success
XC169144,,,,,,,,,,,,,,,,,,,,,,success
XC169145,,,,,,,,,,,,,,,,,,,,,,success
XC169146,,,,,,,,,,,,,,,,,,,,,,success
XC169151,,,,,,,,,,,,,,,,,,,,,,success
XC169152,,,,,,,,,,,,,,,,,,,,,,success
XC16917,,,,,,,,,,,,,,,,,,,,,,success
XC16924,,,,,,,,,,,,,,,,,,,,,,success
XC16925,,,,,,,,,,,,,,,,,,,,,,success
XC169404,,,,,,,,,,,,,,,,,,,,,,success
XC169443,,,,,,,,,,,,,,,,,,,,,,success
XC169596,,,,,,,,,,,,,,,,,,,,,,success
XC169597,,,,,,,,,,,,,,,,,,,,,,success
XC16967,,,,,,,,,,,,,,,,,,,,,,success
XC16971,,,,,,,,,,,,,,,,,,,,,,success
XC169752,,,,,,,,,,,,,,,,,,,,,,success
XC16991,,,,,,,,,,,,,,,,,,,,,,success
XC16992,,,,,,,,,,,,,,,,,,,,,,success
XC170063,,,,,,,,,,,,,,,,,,,,,,success
XC170238,,,,,,,,,,,,,,,,,,,,,,success
XC170239,,,,,,,,,,,,,,,,,,,,,,success
XC170393,,,,,,,,,,,,,,,,,,,,,,success
XC170415,,,,,,,,,,,,,,,,,,,,,,success
XC170783,,,,,,,,,,,,,,,,,,,,,,success
XC170895,,,,,,,,,,,,,,,,,,,,,,success
XC17094,,,,,,,,,,,,,,,,,,,,,,success
XC170982,,,,,,,,,,,,,,,,,,,,,,success
XC170983,,,,,,,,,,,,,,,,,,,,,,success
XC170984,,,,,,,,,,,,,,,,,,,,,,success
XC170985,,,,,,,,,,,,,,,,,,,,,,success
XC170988,,,,,,,,,,,,,,,,,,,,,,success
XC17100,,,,,,,,,,,,,,,,,,,,,,success
XC17105,,,,,,,,,,,,,,,,,,,,,,success
XC171092,,,,,,,,,,,,,,,,,,,,,,success
XC171094,,,,,,,,,,,,,,,,,,,,,,success
XC17120,,,,,,,,,,,,,,,,,,,,,,success
